"","eeacellcode","pd_loss"
"425","5kmE3950N3105",1514.0804155
"426","5kmE3950N3110",942.447077499997
"427","5kmE3950N3115",616.938721499999
"428","5kmE3950N3120",649.570949000001
"429","5kmE3950N3125",417.342895499998
"430","5kmE3950N3130",1002.650325
"431","5kmE3950N3135",1169.715713
"432","5kmE3950N3140",596.692702
"433","5kmE3950N3145",1071.855619
"434","5kmE3950N3150",951.161129
"435","5kmE3950N3155",1002.816705
"436","5kmE3950N3160",1747.87107
"437","5kmE3950N3165",1531.8818035
"438","5kmE3955N3085",702.191839500003
"439","5kmE3955N3090",705.734088999998
"440","5kmE3955N3095",633.6537025
"441","5kmE3955N3100",1151.570105
"442","5kmE3955N3105",1788.6049025
"443","5kmE3955N3110",1721.076278
"444","5kmE3955N3115",1318.2532635
"445","5kmE3955N3120",609.345515999998
"446","5kmE3955N3125",731.198196999998
"447","5kmE3955N3130",1280.2780445
"448","5kmE3955N3135",1548.6632775
"449","5kmE3955N3140",1513.6024475
"450","5kmE3955N3145",1463.2927905
"451","5kmE3955N3150",1493.9890685
"452","5kmE3955N3155",1516.5006445
"453","5kmE3955N3160",1747.402718
"454","5kmE3955N3165",1888.3074665
"455","5kmE3960N3080",473.8442765
"456","5kmE3960N3085",725.218435000003
"457","5kmE3960N3090",501.548771499998
"458","5kmE3960N3095",425.8785465
"459","5kmE3960N3100",989.301521500001
"460","5kmE3960N3105",880.675413500001
"461","5kmE3960N3110",1454.7468605
"462","5kmE3960N3115",1259.205742
"463","5kmE3960N3120",1147.993896
"464","5kmE3960N3125",1153.6885715
"465","5kmE3960N3130",1461.259294
"466","5kmE3960N3135",1546.1610455
"467","5kmE3960N3140",1154.366726
"468","5kmE3960N3145",1610.7236015
"469","5kmE3960N3150",2206.9185285
"470","5kmE3960N3155",1918.465616
"471","5kmE3960N3160",1734.4484755
"472","5kmE3960N3165",2231.8817815
"473","5kmE3965N3080",359.3706895
"474","5kmE3965N3085",495.694611999999
"475","5kmE3965N3090",547.3590085
"476","5kmE3965N3095",302.9932635
"477","5kmE3965N3100",829.506773000001
"478","5kmE3965N3105",1130.8438895
"479","5kmE3965N3110",1618.602741
"480","5kmE3965N3115",744.86148
"481","5kmE3965N3120",809.472690999999
"482","5kmE3965N3125",1190.4844705
"483","5kmE3965N3130",1511.050716
"484","5kmE3965N3135",1214.890212
"485","5kmE3965N3140",1681.780265
"486","5kmE3965N3145",2277.0429245
"487","5kmE3965N3150",2345.197034
"488","5kmE3965N3155",1585.471592
"489","5kmE3965N3160",1466.221192
"490","5kmE3970N3075",123.236752000001
"491","5kmE3970N3080",376.498382500002
"492","5kmE3970N3085",358.138652000001
"493","5kmE3970N3090",280.840753500001
"494","5kmE3970N3095",344.0546755
"495","5kmE3970N3100",696.138781499998
"496","5kmE3970N3105",1349.4936945
"497","5kmE3970N3110",1582.0683195
"498","5kmE3970N3115",1205.474243
"499","5kmE3970N3120",968.515574500001
"500","5kmE3970N3125",1607.7566075
"501","5kmE3970N3130",680.642532499998
"502","5kmE3970N3135",1546.1716395
"503","5kmE3970N3140",1681.2921185
"504","5kmE3970N3145",1933.653847
"505","5kmE3970N3150",2122.1569375
"506","5kmE3970N3155",1602.680532
"507","5kmE3970N3160",1887.28215
"508","5kmE3975N3075",324.8315435
"509","5kmE3975N3080",239.062109499999
"510","5kmE3975N3085",295.977668
"511","5kmE3975N3090",470.7616285
"512","5kmE3975N3095",470.792327499999
"513","5kmE3975N3100",356.990191000001
"514","5kmE3975N3105",1264.192396
"515","5kmE3975N3110",913.824030500004
"516","5kmE3975N3115",1125.6284355
"517","5kmE3975N3120",495.572916499998
"518","5kmE3975N3125",549.003129500001
"519","5kmE3975N3130",1681.5812655
"520","5kmE3975N3135",1402.396594
"521","5kmE3975N3140",1412.383457
"522","5kmE3975N3145",1878.465129
"523","5kmE3975N3150",1478.5788655
"524","5kmE3975N3155",1524.628153
"525","5kmE3975N3160",2140.8058455
"526","5kmE3980N3075",424.070768499998
